run,p,topic,RBP,RBP_res,RBP’,RBP_res’
acsys7al,0.95,364,0.5056021255039019,0.0006736572879472804,0.5056021255039019,0.0006736572879472804
acsys7al,0.95,365,0.8032853749949339,0.00017353793459375818,0.8032853749949339,0.00017353793459375818
acsys7al,0.95,366,0.6729069508034052,0.00010600179779170807,0.6729069508034052,0.00010600179779170807
acsys7al,0.95,367,0.6781843685244724,1.3911712365050144e-06,0.6781843685244724,1.3911712365050144e-06
acsys7al,0.95,368,0.8015089497391209,0.0003325326746533214,0.8015089497391209,0.0003325326746533214
acsys7al,0.95,369,0.24665175246107393,0.0009303210230637341,0.24665175246107393,0.0014000183467725346
acsys7al,0.95,370,0.5348159753143821,0.0003608099600991548,0.5348159753143821,0.0003608099600991548
acsys7al,0.95,371,0.11801424949033909,0.0004149223653579064,0.11801424949033909,0.0004149223653579064
acsys7al,0.95,372,0.43648452285040373,9.073491920490756e-05,0.43648452285040373,9.073491920490756e-05
acsys7al,0.95,373,0.3345793470876189,0.0006762349510425617,0.3345793470876189,0.0006765114801504104
acsys7al,0.95,374,0.34842207744811693,3.15889146562672e-05,0.34842207744811693,3.15889146562672e-05
acsys7al,0.95,375,0.4905737883673096,0.00020914635882960934,0.4905737883673096,0.00020914635882960934
acsys7al,0.95,376,0.25708130300387255,0.0011338826143091907,0.25708130300387255,0.0011338826143091907
acsys7al,0.95,377,0.3954816662211199,5.649430025433875e-05,0.3954816662211199,5.649430025433875e-05
acsys7al,0.95,378,0.10153656861998268,2.407621690979727e-06,0.10153656861998268,2.407621690979727e-06
acsys7al,0.95,379,0.34468080774270854,0.0005841916693938399,0.34468080774270854,0.0005841916693938399
acsys7al,0.95,380,0.15720734517804688,0.0007510341982084387,0.15720734517804688,0.0007510341982084387
acsys7al,0.95,381,0.06675466616027952,8.961996550764911e-06,0.06675466616027952,8.961996550764911e-06
acsys7al,0.95,382,0.4753862158562735,9.00135017724608e-05,0.4753862158562735,9.00135017724608e-05
acsys7al,0.95,383,0.03423414488514523,0.0004388939115663852,0.03423414488514523,0.0004388939115663852
acsys7al,0.95,384,0.22767405248154488,0.00012913562929493745,0.22767405248154488,0.00012913562929493745
acsys7al,0.95,385,0.5168359803574335,8.701868388115524e-05,0.5168359803574335,8.701868388115524e-05
acsys7al,0.95,386,0.07214894271866791,0.0012771993675470248,0.07214894271866791,0.0012771993675470248
acsys7al,0.95,387,0.23942258362644173,0.00016612067134061227,0.23942258362644173,0.00016612067134061227
acsys7al,0.95,388,0.40128612318745394,0.000226061653308056,0.40128612318745394,0.000226061653308056
acsys7al,0.95,389,0.04307292546929415,0.0005031179191277343,0.04307292546929415,0.0005031179191277343
acsys7al,0.95,390,0.595490549224417,0.0006500803266966243,0.595490549224417,0.0006500803266966243
acsys7al,0.95,391,0.0568860261120402,0.004849741134250024,0.0568860261120402,0.010358896646000286
acsys7al,0.95,392,0.5603038344482094,0.00011670244847159324,0.5603038344482094,0.00011670244847159324
acsys7al,0.95,393,0.4233836727456683,0.0001168269451826152,0.4233836727456683,0.0001168269451826152
acsys7al,0.95,394,0.0688733826014161,0.0007971654670024634,0.0688733826014161,0.0007971654670024634
acsys7al,0.95,395,0.35573838173877953,8.251774622180013e-06,0.35573838173877953,8.251774622180013e-06
acsys7al,0.95,396,0.6081325112154089,0.00039371767902716655,0.6081325112154089,0.00039371767902716655
acsys7al,0.95,397,0.045062377440321766,0.0011788737360611148,0.045062377440321766,0.0011788737360611148
acsys7al,0.95,398,0.5596317862515607,0.0007122432420195354,0.5596317862515607,0.0007122432420195354
acsys7al,0.95,399,0.36726468981494,0.00018343088573935756,0.36726468981494,0.0018767076676409677
acsys7al,0.95,400,0.6573666910475959,0.00015425499513813684,0.6573666910475959,0.00015425499513813684
acsys7al,0.98,351,0.3699404619355757,0.01852602650118184,0.3699404619355757,0.018526027778832322
acsys7al,0.98,352,0.541016553196086,0.01487469007192516,0.541016553196086,0.01487469007192516
acsys7al,0.98,353,0.5132966616951278,0.016163741161602806,0.5132966616951278,0.016163741211012283
acsys7al,0.98,354,0.5930027345194265,0.009608081363860741,0.5930027345194265,0.009608081363860741
acsys7al,0.98,355,0.17140205768247918,0.008415739464640932,0.17140205768247918,0.008415739464640932
acsys7al,0.98,356,0.09372165185439812,0.04525667702610897,0.09372165185439812,0.04525667702610897
acsys7al,0.98,357,0.6493712660203833,0.013239661835448767,0.6493712660203833,0.013239661835448767
acsys7al,0.98,358,0.3440208828587559,0.005528673632666167,0.3440208828587559,0.005528673632666167
acsys7al,0.98,359,0.07176046841599211,0.011697275205615055,0.07176046841599211,0.011697275205615055
acsys7al,0.98,360,0.337695571061033,0.025439283073235192,0.337695571061033,0.025439283073235192
acsys7al,0.98,361,0.12183801667953531,0.018927781687999093,0.12183801667953531,0.018927781687999093
acsys7al,0.98,362,0.27602998249919686,0.0030797750260424988,0.27602998249919686,0.0030797750260424988
acsys7al,0.98,363,0.042211596065438214,0.002737653861241769,0.042211596065438214,0.002737653861241769
acsys7al,0.98,364,0.34200297956824494,0.03643097407872763,0.34200297956824494,0.03643097407872763
acsys7al,0.98,365,0.49308570069147417,0.011221224211583065,0.49308570069147417,0.011221224211583065
acsys7al,0.98,366,0.5513377075621869,0.01428437101937642,0.5513377075621869,0.01428437101937642
acsys7al,0.98,367,0.4550143517375575,0.0013873974663472413,0.4550143517375575,0.0013873974663472413
acsys7al,0.98,368,0.5327080353487956,0.01294570204249617,0.5327080353487956,0.01294570204249617
acsys7al,0.98,369,0.14832407319267724,0.022542074043415832,0.14832407319267724,0.02572336128443755
acsys7al,0.98,370,0.47063868108085044,0.013395443748972417,0.47063868108085044,0.013395443748972417
acsys7al,0.98,371,0.06688651149299892,0.012719192482249122,0.06688651149299892,0.012719192482249122
acsys7al,0.98,372,0.26954509334780496,0.009503352229046667,0.26954509334780496,0.009503352229046667
acsys7al,0.98,373,0.21148421033899628,0.029152599177450236,0.21148421033899628,0.029322573711411552
acsys7al,0.98,374,0.36635801409744906,0.005470743811412131,0.36635801409744906,0.005470743811412131
acsys7al,0.98,375,0.35549423187486523,0.008802927250794696,0.35549423187486523,0.008802927250794696
acsys7al,0.98,376,0.14361086777848409,0.041372474181217915,0.14361086777848409,0.041372474181217915
acsys7al,0.98,377,0.28408110307609524,0.0073900537930823035,0.28408110307609524,0.0073900537930823035
acsys7al,0.98,378,0.07676824353898413,0.001299172912839357,0.07676824353898413,0.001299172912839357
acsys7al,0.98,379,0.18308328894992384,0.019860655699562024,0.18308328894992384,0.019860655699562024
acsys7al,0.98,380,0.08904957091606312,0.01928664082335467,0.08904957091606312,0.01928664082335467
acsys7al,0.98,381,0.043797194906555946,0.004272621355650103,0.043797194906555946,0.004272621355650103
acsys7al,0.98,382,0.25755477324443926,0.010290377456782596,0.25755477324443926,0.010290377456782596
acsys7al,0.98,383,0.04805337950311586,0.01573931211979081,0.04805337950311586,0.01573931211979081
acsys7al,0.98,384,0.18595426442305402,0.008451892359285671,0.18595426442305402,0.008451892359285671
acsys7al,0.98,385,0.36897429718763886,0.00707167359408908,0.36897429718763886,0.00707167359408908
acsys7al,0.98,386,0.05121207152685761,0.032579003417283106,0.05121207152685761,0.032579003417283106
acsys7al,0.98,387,0.14159742522756827,0.007995745518031262,0.14159742522756827,0.007995745518031262
acsys7al,0.98,388,0.29064095482418534,0.008955886100474333,0.29064095482418534,0.008955886100474333
acsys7al,0.98,389,0.032431539782381766,0.01846258099558195,0.032431539782381766,0.01846258099558195
acsys7al,0.98,390,0.37096724170289014,0.023196139555176413,0.37096724170289014,0.023196139555176413
acsys7al,0.98,391,0.05686821634485643,0.10842313595842208,0.05686821634485643,0.11681292905033018
acsys7al,0.98,392,0.4737503768505735,0.009019154399547957,0.4737503768505735,0.009019154399547957
acsys7al,0.98,393,0.2385324865550277,0.009712246748640147,0.2385324865550277,0.009712246748640147
acsys7al,0.98,394,0.034194315211475874,0.018937091100102995,0.034194315211475874,0.018937091100102995
acsys7al,0.98,395,0.33246125556798173,0.0020116007654493004,0.33246125556798173,0.0020116007654493004
acsys7al,0.98,396,0.35493162925802385,0.015859501439487323,0.35493162925802385,0.015859501439487323
acsys7al,0.98,397,0.02843654471970107,0.0284896792120682,0.02843654471970107,0.0284896792120682
acsys7al,0.98,398,0.3685392293411505,0.01591430599934027,0.3685392293411505,0.01591430599934027
acsys7al,0.98,399,0.2370128721507957,0.01262069921233694,0.2370128721507957,0.01789240289945601
acsys7al,0.98,400,0.5425359387345822,0.009075525424142753,0.5425359387345822,0.009075525424142753
acsys7al,0.99,351,0.2581338280959083,0.08635441347349664,0.2581338280959083,0.08635704895255712
acsys7al,0.99,352,0.48033005042460525,0.05993771126558741,0.48033005042460525,0.05993771126558741
acsys7al,0.99,353,0.399489779268157,0.08099701261706826,0.399489779268157,0.08099753516471975
acsys7al,0.99,354,0.528480545521013,0.053329310060638395,0.528480545521013,0.053329310060638395
acsys7al,0.99,355,0.1355697116635034,0.052368558939465376,0.1355697116635034,0.052368558939465376
acsys7al,0.99,356,0.06806741488402915,0.15620092369712169,0.06806741488402915,0.15620092369712169
acsys7al,0.99,357,0.5446787047262756,0.07591667383976049,0.5446787047262756,0.07591667383976049
acsys7al,0.99,358,0.2425990816482096,0.04058958696507767,0.2425990816482096,0.04058958696507767
acsys7al,0.99,359,0.04653368339370419,0.059516669590364425,0.04653368339370419,0.059516669590364425
acsys7al,0.99,360,0.25329520383968857,0.09660268348211654,0.25329520383968857,0.09660268348211654
acsys7al,0.99,361,0.06523933679844739,0.05955031046313964,0.06523933679844739,0.05955031046313964
acsys7al,0.99,362,0.17333081515556364,0.029989680296264642,0.17333081515556364,0.029989680296264642
acsys7al,0.99,363,0.03762651253843307,0.02627864047175776,0.03762651253843307,0.02627864047175776
acsys7al,0.99,364,0.22511943402865386,0.1530181950875211,0.22511943402865386,0.1530181950875211
acsys7al,0.99,365,0.2916383154771424,0.06490154172363778,0.2916383154771424,0.06490154172363778
acsys7al,0.99,366,0.44235193400341344,0.09173010160040639,0.44235193400341344,0.09173010160040639
acsys7al,0.99,367,0.3228667664214029,0.0186267628135209,0.3228667664214029,0.0186267628135209
acsys7al,0.99,368,0.3498190302329574,0.0601791043904349,0.3498190302329574,0.0601791043904349
acsys7al,0.99,369,0.09205166063774692,0.08410879680577037,0.09205166063774692,0.08811564333528578
acsys7al,0.99,370,0.42509617768032637,0.05600944453036391,0.42509617768032637,0.05600944453036391
acsys7al,0.99,371,0.04005123525643652,0.06516987530333548,0.04005123525643652,0.06516987530333548
acsys7al,0.99,372,0.17214125487802936,0.052018773209158035,0.17214125487802936,0.052018773209158035
